"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|FI","18.06.2015 12:00 - 18.06.2015 13:00 (CET/CEST)","744","n/e","n/e","306","135","10","n/e","234","n/e","n/e","n/e","2252","n/e","n/e","2727","184","33","n/e","33","n/e","111"
"BZN|FI","18.06.2015 13:00 - 18.06.2015 14:00 (CET/CEST)","743","n/e","n/e","301","134","0","n/e","233","n/e","n/e","n/e","2238","n/e","n/e","2727","184","33","n/e","33","n/e","105"
"BZN|FI","18.06.2015 14:00 - 18.06.2015 15:00 (CET/CEST)","749","n/e","n/e","298","125","0","n/e","227","n/e","n/e","n/e","2245","n/e","n/e","2727","184","33","n/e","28","n/e","101"
"BZN|FI","18.06.2015 15:00 - 18.06.2015 16:00 (CET/CEST)","755","n/e","n/e","276","121","0","n/e","224","n/e","n/e","n/e","2305","n/e","n/e","2726","184","32","n/e","14","n/e","104"
"BZN|FI","18.06.2015 16:00 - 18.06.2015 17:00 (CET/CEST)","756","n/e","n/e","246","120","0","n/e","230","n/e","n/e","n/e","2300","n/e","n/e","2726","184","32","n/e","8","n/e","105"
"BZN|FI","18.06.2015 17:00 - 18.06.2015 18:00 (CET/CEST)","761","n/e","n/e","273","119","0","n/e","235","n/e","n/e","n/e","2340","n/e","n/e","2728","184","33","n/e","8","n/e","101"
"BZN|FI","18.06.2015 18:00 - 18.06.2015 19:00 (CET/CEST)","764","n/e","n/e","284","116","0","n/e","238","n/e","n/e","n/e","2289","n/e","n/e","2727","184","34","n/e","8","n/e","95"
"BZN|FI","18.06.2015 19:00 - 18.06.2015 20:00 (CET/CEST)","769","n/e","n/e","282","115","0","n/e","251","n/e","n/e","n/e","2293","n/e","n/e","2726","184","32","n/e","8","n/e","94"
"BZN|FI","18.06.2015 20:00 - 18.06.2015 21:00 (CET/CEST)","789","n/e","n/e","285","115","0","n/e","251","n/e","n/e","n/e","2304","n/e","n/e","2727","184","32","n/e","8","n/e","96"
"BZN|FI","18.06.2015 21:00 - 18.06.2015 22:00 (CET/CEST)","784","n/e","n/e","261","113","0","n/e","236","n/e","n/e","n/e","2252","n/e","n/e","2728","186","32","n/e","8","n/e","102"
"BZN|FI","18.06.2015 22:00 - 18.06.2015 23:00 (CET/CEST)","780","n/e","n/e","227","113","0","n/e","227","n/e","n/e","n/e","2208","n/e","n/e","2727","186","33","n/e","8","n/e","112"
"BZN|FI","18.06.2015 23:00 - 19.06.2015 00:00 (CET/CEST)","779","n/e","n/e","204","107","0","n/e","226","n/e","n/e","n/e","2163","n/e","n/e","2728","188","32","n/e","8","n/e","128"
"BZN|FI","19.06.2015 00:00 - 19.06.2015 01:00 (CET/CEST)","796","n/e","n/e","205","103","0","n/e","185","n/e","n/e","n/e","1969","n/e","n/e","2730","188","32","n/e","8","n/e","148"
"BZN|FI","19.06.2015 01:00 - 19.06.2015 02:00 (CET/CEST)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","n/e","n/e","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","N/A"
"BZN|FI","19.06.2015 02:00 - 19.06.2015 03:00 (CET/CEST)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","n/e","n/e","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","N/A"
"BZN|FI","19.06.2015 03:00 - 19.06.2015 04:00 (CET/CEST)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","n/e","n/e","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","N/A"
"BZN|FI","19.06.2015 04:00 - 19.06.2015 05:00 (CET/CEST)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","n/e","n/e","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","N/A"
"BZN|FI","19.06.2015 05:00 - 19.06.2015 06:00 (CET/CEST)","803","n/e","n/e","212","106","0","n/e","162","n/e","n/e","n/e","1764","n/e","n/e","2731","188","33","n/e","8","n/e","92"
"BZN|FI","19.06.2015 06:00 - 19.06.2015 07:00 (CET/CEST)","807","n/e","n/e","210","89","0","n/e","162","n/e","n/e","n/e","1949","n/e","n/e","2730","186","33","n/e","8","n/e","67"
"BZN|FI","19.06.2015 07:00 - 19.06.2015 08:00 (CET/CEST)","811","n/e","n/e","207","44","0","n/e","157","n/e","n/e","n/e","2145","n/e","n/e","2730","185","33","n/e","8","n/e","56"
"BZN|FI","19.06.2015 08:00 - 19.06.2015 09:00 (CET/CEST)","805","n/e","n/e","205","42","0","n/e","152","n/e","n/e","n/e","2260","n/e","n/e","2731","184","33","n/e","8","n/e","49"
"BZN|FI","19.06.2015 09:00 - 19.06.2015 10:00 (CET/CEST)","813","n/e","n/e","208","41","1","n/e","152","n/e","n/e","n/e","2319","n/e","n/e","2731","182","33","n/e","8","n/e","50"
"BZN|FI","19.06.2015 10:00 - 19.06.2015 11:00 (CET/CEST)","803","n/e","n/e","209","40","1","n/e","151","n/e","n/e","n/e","2334","n/e","n/e","2730","182","32","n/e","8","n/e","61"
"BZN|FI","19.06.2015 11:00 - 19.06.2015 12:00 (CET/CEST)","807","n/e","n/e","217","38","1","n/e","153","n/e","n/e","n/e","2320","n/e","n/e","2730","182","32","n/e","8","n/e","63"
"BZN|FI","19.06.2015 12:00 - 19.06.2015 13:00 (CET/CEST)","810","n/e","n/e","225","36","1","n/e","151","n/e","n/e","n/e","2292","n/e","n/e","2730","180","32","n/e","8","n/e","64"
"BZN|FI","19.06.2015 13:00 - 19.06.2015 14:00 (CET/CEST)","806","n/e","n/e","227","34","1","n/e","154","n/e","n/e","n/e","2247","n/e","n/e","2731","179","32","n/e","8","n/e","64"
"BZN|FI","19.06.2015 14:00 - 19.06.2015 15:00 (CET/CEST)","809","n/e","n/e","218","36","1","n/e","152","n/e","n/e","n/e","2236","n/e","n/e","2731","177","32","n/e","8","n/e","58"
"BZN|FI","19.06.2015 15:00 - 19.06.2015 16:00 (CET/CEST)","819","n/e","n/e","220","38","1","n/e","147","n/e","n/e","n/e","2217","n/e","n/e","2732","177","32","n/e","8","n/e","64"
"BZN|FI","19.06.2015 16:00 - 19.06.2015 17:00 (CET/CEST)","816","n/e","n/e","217","35","1","n/e","149","n/e","n/e","n/e","2200","n/e","n/e","2732","177","32","n/e","8","n/e","68"
"BZN|FI","19.06.2015 17:00 - 19.06.2015 18:00 (CET/CEST)","821","n/e","n/e","220","35","1","n/e","156","n/e","n/e","n/e","2175","n/e","n/e","2731","177","32","n/e","8","n/e","60"
"BZN|FI","19.06.2015 18:00 - 19.06.2015 19:00 (CET/CEST)","819","n/e","n/e","226","35","1","n/e","160","n/e","n/e","n/e","2147","n/e","n/e","2731","179","32","n/e","8","n/e","73"
"BZN|FI","19.06.2015 19:00 - 19.06.2015 20:00 (CET/CEST)","815","n/e","n/e","228","29","1","n/e","150","n/e","n/e","n/e","2106","n/e","n/e","2732","179","32","n/e","8","n/e","83"
"BZN|FI","19.06.2015 20:00 - 19.06.2015 21:00 (CET/CEST)","835","n/e","n/e","229","29","1","n/e","149","n/e","n/e","n/e","2058","n/e","n/e","2731","180","32","n/e","8","n/e","102"
"BZN|FI","19.06.2015 21:00 - 19.06.2015 22:00 (CET/CEST)","825","n/e","n/e","222","32","1","n/e","151","n/e","n/e","n/e","2046","n/e","n/e","2731","182","33","n/e","8","n/e","96"
"BZN|FI","19.06.2015 22:00 - 19.06.2015 23:00 (CET/CEST)","819","n/e","n/e","219","35","1","n/e","158","n/e","n/e","n/e","2024","n/e","n/e","2731","184","32","n/e","8","n/e","107"
"BZN|FI","19.06.2015 23:00 - 20.06.2015 00:00 (CET/CEST)","820","n/e","n/e","220","36","1","n/e","162","n/e","n/e","n/e","1990","n/e","n/e","2731","186","32","n/e","8","n/e","126"
"BZN|FI","20.06.2015 00:00 - 20.06.2015 01:00 (CET/CEST)","851","n/e","n/e","219","37","1","n/e","167","n/e","n/e","n/e","1945","n/e","n/e","2731","186","32","n/e","8","n/e","149"
"BZN|FI","20.06.2015 01:00 - 20.06.2015 02:00 (CET/CEST)","828","n/e","n/e","224","38","1","n/e","167","n/e","n/e","n/e","1834","n/e","n/e","2732","188","32","n/e","8","n/e","165"
"BZN|FI","20.06.2015 02:00 - 20.06.2015 03:00 (CET/CEST)","827","n/e","n/e","224","38","1","n/e","167","n/e","n/e","n/e","1818","n/e","n/e","2733","188","32","n/e","8","n/e","183"
"BZN|FI","20.06.2015 03:00 - 20.06.2015 04:00 (CET/CEST)","828","n/e","n/e","223","38","1","n/e","170","n/e","n/e","n/e","1830","n/e","n/e","2732","188","32","n/e","8","n/e","197"
"BZN|FI","20.06.2015 04:00 - 20.06.2015 05:00 (CET/CEST)","825","n/e","n/e","224","38","1","n/e","170","n/e","n/e","n/e","1825","n/e","n/e","2732","187","32","n/e","8","n/e","141"
"BZN|FI","20.06.2015 05:00 - 20.06.2015 06:00 (CET/CEST)","834","n/e","n/e","222","38","1","n/e","166","n/e","n/e","n/e","1869","n/e","n/e","2731","185","33","n/e","8","n/e","114"
"BZN|FI","20.06.2015 06:00 - 20.06.2015 07:00 (CET/CEST)","838","n/e","n/e","224","40","1","n/e","153","n/e","n/e","n/e","1933","n/e","n/e","2732","183","32","n/e","8","n/e","94"
"BZN|FI","20.06.2015 07:00 - 20.06.2015 08:00 (CET/CEST)","839","n/e","n/e","224","38","1","n/e","150","n/e","n/e","n/e","2091","n/e","n/e","2732","181","32","n/e","8","n/e","85"
"BZN|FI","20.06.2015 08:00 - 20.06.2015 09:00 (CET/CEST)","822","n/e","n/e","223","37","1","n/e","149","n/e","n/e","n/e","2180","n/e","n/e","2732","180","32","n/e","8","n/e","81"
"BZN|FI","20.06.2015 09:00 - 20.06.2015 10:00 (CET/CEST)","827","n/e","n/e","221","36","1","n/e","147","n/e","n/e","n/e","2220","n/e","n/e","2731","178","32","n/e","8","n/e","77"
"BZN|FI","20.06.2015 10:00 - 20.06.2015 11:00 (CET/CEST)","824","n/e","n/e","236","34","1","n/e","146","n/e","n/e","n/e","2237","n/e","n/e","2346","176","25","n/e","8","n/e","48"
"BZN|FI","20.06.2015 11:00 - 20.06.2015 12:00 (CET/CEST)","865","n/e","n/e","265","34","1","n/e","146","n/e","n/e","n/e","2213","n/e","n/e","2316","176","33","n/e","8","n/e","62"
"BZN|FI","20.06.2015 12:00 - 20.06.2015 13:00 (CET/CEST)","818","n/e","n/e","248","37","1","n/e","145","n/e","n/e","n/e","2170","n/e","n/e","2325","176","32","n/e","8","n/e","70"
"BZN|FI","20.06.2015 13:00 - 20.06.2015 14:00 (CET/CEST)","820","n/e","n/e","253","39","1","n/e","149","n/e","n/e","n/e","2125","n/e","n/e","2329","176","32","n/e","8","n/e","73"
"BZN|FI","20.06.2015 14:00 - 20.06.2015 15:00 (CET/CEST)","815","n/e","n/e","251","43","1","n/e","152","n/e","n/e","n/e","2111","n/e","n/e","2331","176","32","n/e","8","n/e","74"
"BZN|FI","20.06.2015 15:00 - 20.06.2015 16:00 (CET/CEST)","812","n/e","n/e","243","48","1","n/e","151","n/e","n/e","n/e","2026","n/e","n/e","2435","176","32","n/e","8","n/e","61"
"BZN|FI","20.06.2015 16:00 - 20.06.2015 17:00 (CET/CEST)","808","n/e","n/e","242","49","1","n/e","150","n/e","n/e","n/e","2030","n/e","n/e","2450","176","32","n/e","8","n/e","89"
"BZN|FI","20.06.2015 17:00 - 20.06.2015 18:00 (CET/CEST)","796","n/e","n/e","240","49","1","n/e","146","n/e","n/e","n/e","2097","n/e","n/e","2451","176","32","n/e","8","n/e","106"
"BZN|FI","20.06.2015 18:00 - 20.06.2015 19:00 (CET/CEST)","797","n/e","n/e","239","49","1","n/e","148","n/e","n/e","n/e","2097","n/e","n/e","2451","177","32","n/e","8","n/e","108"
"BZN|FI","20.06.2015 19:00 - 20.06.2015 20:00 (CET/CEST)","798","n/e","n/e","239","49","1","n/e","153","n/e","n/e","n/e","2109","n/e","n/e","2450","178","32","n/e","8","n/e","98"
"BZN|FI","20.06.2015 20:00 - 20.06.2015 21:00 (CET/CEST)","817","n/e","n/e","240","49","1","n/e","155","n/e","n/e","n/e","2113","n/e","n/e","2449","179","32","n/e","8","n/e","86"
"BZN|FI","20.06.2015 21:00 - 20.06.2015 22:00 (CET/CEST)","795","n/e","n/e","246","51","1","n/e","151","n/e","n/e","n/e","2121","n/e","n/e","2449","181","32","n/e","8","n/e","96"
"BZN|FI","20.06.2015 22:00 - 20.06.2015 23:00 (CET/CEST)","795","n/e","n/e","245","51","1","n/e","150","n/e","n/e","n/e","2107","n/e","n/e","2449","183","32","n/e","8","n/e","112"
"BZN|FI","20.06.2015 23:00 - 21.06.2015 00:00 (CET/CEST)","798","n/e","n/e","242","37","1","n/e","150","n/e","n/e","n/e","2124","n/e","n/e","2449","185","32","n/e","8","n/e","90"
"BZN|FI","21.06.2015 00:00 - 21.06.2015 01:00 (CET/CEST)","858","n/e","n/e","244","34","1","n/e","151","n/e","n/e","n/e","2028","n/e","n/e","2449","186","32","n/e","8","n/e","122"
"BZN|FI","21.06.2015 01:00 - 21.06.2015 02:00 (CET/CEST)","805","n/e","n/e","239","36","1","n/e","152","n/e","n/e","n/e","1983","n/e","n/e","2450","188","32","n/e","8","n/e","123"
"BZN|FI","21.06.2015 02:00 - 21.06.2015 03:00 (CET/CEST)","797","n/e","n/e","235","37","1","n/e","150","n/e","n/e","n/e","1946","n/e","n/e","2450","189","32","n/e","8","n/e","116"
"BZN|FI","21.06.2015 03:00 - 21.06.2015 04:00 (CET/CEST)","806","n/e","n/e","244","37","1","n/e","151","n/e","n/e","n/e","1925","n/e","n/e","2450","189","32","n/e","8","n/e","120"
"BZN|FI","21.06.2015 04:00 - 21.06.2015 05:00 (CET/CEST)","807","n/e","n/e","248","36","1","n/e","154","n/e","n/e","n/e","1971","n/e","n/e","2450","187","32","n/e","8","n/e","106"
"BZN|FI","21.06.2015 05:00 - 21.06.2015 06:00 (CET/CEST)","808","n/e","n/e","248","37","1","n/e","156","n/e","n/e","n/e","2072","n/e","n/e","2451","185","32","n/e","8","n/e","79"
"BZN|FI","21.06.2015 06:00 - 21.06.2015 07:00 (CET/CEST)","824","n/e","n/e","246","46","1","n/e","150","n/e","n/e","n/e","2102","n/e","n/e","2451","183","32","n/e","8","n/e","62"
"BZN|FI","21.06.2015 07:00 - 21.06.2015 08:00 (CET/CEST)","820","n/e","n/e","238","46","1","n/e","145","n/e","n/e","n/e","2123","n/e","n/e","2450","182","32","n/e","8","n/e","61"
"BZN|FI","21.06.2015 08:00 - 21.06.2015 09:00 (CET/CEST)","815","n/e","n/e","239","38","1","n/e","143","n/e","n/e","n/e","2180","n/e","n/e","2451","182","32","n/e","8","n/e","56"
"BZN|FI","21.06.2015 09:00 - 21.06.2015 10:00 (CET/CEST)","811","n/e","n/e","240","44","1","n/e","146","n/e","n/e","n/e","2193","n/e","n/e","2450","180","32","n/e","8","n/e","58"
"BZN|FI","21.06.2015 10:00 - 21.06.2015 11:00 (CET/CEST)","809","n/e","n/e","243","49","1","n/e","147","n/e","n/e","n/e","2211","n/e","n/e","2449","178","32","n/e","8","n/e","60"
"BZN|FI","21.06.2015 11:00 - 21.06.2015 12:00 (CET/CEST)","804","n/e","n/e","245","49","1","n/e","145","n/e","n/e","n/e","2208","n/e","n/e","2449","178","32","n/e","8","n/e","63"
"BZN|FI","21.06.2015 12:00 - 21.06.2015 13:00 (CET/CEST)","805","n/e","n/e","245","49","1","n/e","142","n/e","n/e","n/e","2184","n/e","n/e","2447","176","32","n/e","8","n/e","62"
"BZN|FI","21.06.2015 13:00 - 21.06.2015 14:00 (CET/CEST)","805","n/e","n/e","243","49","1","n/e","141","n/e","n/e","n/e","2163","n/e","n/e","2445","176","32","n/e","8","n/e","73"
"BZN|FI","21.06.2015 14:00 - 21.06.2015 15:00 (CET/CEST)","803","n/e","n/e","243","48","1","n/e","141","n/e","n/e","n/e","2168","n/e","n/e","2443","176","32","n/e","8","n/e","67"
"BZN|FI","21.06.2015 15:00 - 21.06.2015 16:00 (CET/CEST)","803","n/e","n/e","257","52","1","n/e","147","n/e","n/e","n/e","2163","n/e","n/e","2315","175","32","n/e","11","n/e","58"
"BZN|FI","21.06.2015 16:00 - 21.06.2015 17:00 (CET/CEST)","799","n/e","n/e","287","53","1","n/e","150","n/e","n/e","n/e","2182","n/e","n/e","1981","174","32","n/e","13","n/e","44"
"BZN|FI","21.06.2015 17:00 - 21.06.2015 18:00 (CET/CEST)","805","n/e","n/e","293","54","1","n/e","155","n/e","n/e","n/e","2159","n/e","n/e","1982","174","32","n/e","13","n/e","47"
"BZN|FI","21.06.2015 18:00 - 21.06.2015 19:00 (CET/CEST)","805","n/e","n/e","267","55","1","n/e","161","n/e","n/e","n/e","2088","n/e","n/e","2301","174","31","n/e","13","n/e","52"
"BZN|FI","21.06.2015 19:00 - 21.06.2015 20:00 (CET/CEST)","801","n/e","n/e","248","53","1","n/e","163","n/e","n/e","n/e","2022","n/e","n/e","2497","174","32","n/e","13","n/e","54"
"BZN|FI","21.06.2015 20:00 - 21.06.2015 21:00 (CET/CEST)","820","n/e","n/e","235","53","1","n/e","165","n/e","n/e","n/e","1981","n/e","n/e","2667","175","32","n/e","13","n/e","55"
"BZN|FI","21.06.2015 21:00 - 21.06.2015 22:00 (CET/CEST)","805","n/e","n/e","236","53","1","n/e","162","n/e","n/e","n/e","2050","n/e","n/e","2685","178","32","n/e","10","n/e","67"
"BZN|FI","21.06.2015 22:00 - 21.06.2015 23:00 (CET/CEST)","811","n/e","n/e","231","58","1","n/e","158","n/e","n/e","n/e","1964","n/e","n/e","2705","181","32","n/e","9","n/e","88"
"BZN|FI","21.06.2015 23:00 - 22.06.2015 00:00 (CET/CEST)","815","n/e","n/e","217","47","1","n/e","163","n/e","n/e","n/e","1923","n/e","n/e","2723","183","31","n/e","9","n/e","112"
"BZN|FI","22.06.2015 00:00 - 22.06.2015 01:00 (CET/CEST)","827","n/e","n/e","205","32","1","n/e","168","n/e","n/e","n/e","1797","n/e","n/e","2724","185","29","n/e","9","n/e","106"
"BZN|FI","22.06.2015 01:00 - 22.06.2015 02:00 (CET/CEST)","806","n/e","n/e","205","32","1","n/e","167","n/e","n/e","n/e","1793","n/e","n/e","2727","185","32","n/e","9","n/e","94"
"BZN|FI","22.06.2015 02:00 - 22.06.2015 03:00 (CET/CEST)","808","n/e","n/e","205","33","1","n/e","167","n/e","n/e","n/e","1753","n/e","n/e","2727","186","31","n/e","9","n/e","98"
"BZN|FI","22.06.2015 03:00 - 22.06.2015 04:00 (CET/CEST)","803","n/e","n/e","209","35","1","n/e","158","n/e","n/e","n/e","1737","n/e","n/e","2727","187","31","n/e","9","n/e","98"
"BZN|FI","22.06.2015 04:00 - 22.06.2015 05:00 (CET/CEST)","796","n/e","n/e","214","45","1","n/e","158","n/e","n/e","n/e","1823","n/e","n/e","2727","186","31","n/e","9","n/e","75"
"BZN|FI","22.06.2015 05:00 - 22.06.2015 06:00 (CET/CEST)","786","n/e","n/e","251","62","1","n/e","162","n/e","n/e","n/e","1879","n/e","n/e","2727","185","31","n/e","9","n/e","54"
"BZN|FI","22.06.2015 06:00 - 22.06.2015 07:00 (CET/CEST)","810","n/e","n/e","283","48","1","n/e","166","n/e","n/e","n/e","2098","n/e","n/e","2726","183","31","n/e","18","n/e","40"
"BZN|FI","22.06.2015 07:00 - 22.06.2015 08:00 (CET/CEST)","837","n/e","n/e","349","65","1","n/e","168","n/e","n/e","n/e","2224","n/e","n/e","2725","181","31","n/e","25","n/e","14"
"BZN|FI","22.06.2015 08:00 - 22.06.2015 09:00 (CET/CEST)","864","n/e","n/e","355","83","12","n/e","168","n/e","n/e","n/e","2209","n/e","n/e","2728","178","33","n/e","32","n/e","14"
"BZN|FI","22.06.2015 09:00 - 22.06.2015 10:00 (CET/CEST)","885","n/e","n/e","354","90","12","n/e","168","n/e","n/e","n/e","2342","n/e","n/e","2728","176","31","n/e","33","n/e","19"
"BZN|FI","22.06.2015 10:00 - 22.06.2015 11:00 (CET/CEST)","907","n/e","n/e","349","103","1","n/e","163","n/e","n/e","n/e","2382","n/e","n/e","2726","176","32","n/e","33","n/e","23"
"BZN|FI","22.06.2015 11:00 - 22.06.2015 12:00 (CET/CEST)","913","n/e","n/e","351","131","1","n/e","171","n/e","n/e","n/e","2356","n/e","n/e","2726","176","32","n/e","33","n/e","26"
"BZN|FI","22.06.2015 12:00 - 22.06.2015 13:00 (CET/CEST)","918","n/e","n/e","349","170","1","n/e","174","n/e","n/e","n/e","2328","n/e","n/e","2725","175","33","n/e","33","n/e","28"
"BZN|FI","22.06.2015 13:00 - 22.06.2015 14:00 (CET/CEST)","882","n/e","n/e","350","175","1","n/e","171","n/e","n/e","n/e","2314","n/e","n/e","2723","173","33","n/e","33","n/e","39"
"BZN|FI","22.06.2015 14:00 - 22.06.2015 15:00 (CET/CEST)","837","n/e","n/e","345","213","1","n/e","178","n/e","n/e","n/e","2307","n/e","n/e","2722","172","33","n/e","33","n/e","60"
"BZN|FI","22.06.2015 15:00 - 22.06.2015 16:00 (CET/CEST)","852","n/e","n/e","347","152","1","n/e","167","n/e","n/e","n/e","2281","n/e","n/e","2720","172","33","n/e","26","n/e","62"
"BZN|FI","22.06.2015 16:00 - 22.06.2015 17:00 (CET/CEST)","845","n/e","n/e","342","94","1","n/e","165","n/e","n/e","n/e","2255","n/e","n/e","2720","172","33","n/e","9","n/e","75"
"BZN|FI","22.06.2015 17:00 - 22.06.2015 18:00 (CET/CEST)","854","n/e","n/e","344","83","1","n/e","161","n/e","n/e","n/e","2254","n/e","n/e","2718","172","33","n/e","9","n/e","83"
"BZN|FI","22.06.2015 18:00 - 22.06.2015 19:00 (CET/CEST)","840","n/e","n/e","344","85","1","n/e","163","n/e","n/e","n/e","2304","n/e","n/e","2719","172","32","n/e","9","n/e","56"
"BZN|FI","22.06.2015 19:00 - 22.06.2015 20:00 (CET/CEST)","842","n/e","n/e","350","87","1","n/e","164","n/e","n/e","n/e","2317","n/e","n/e","2718","174","32","n/e","9","n/e","62"
"BZN|FI","22.06.2015 20:00 - 22.06.2015 21:00 (CET/CEST)","805","n/e","n/e","355","89","1","n/e","166","n/e","n/e","n/e","2248","n/e","n/e","2719","176","32","n/e","9","n/e","37"
"BZN|FI","22.06.2015 21:00 - 22.06.2015 22:00 (CET/CEST)","744","n/e","n/e","353","89","1","n/e","167","n/e","n/e","n/e","2215","n/e","n/e","2719","178","32","n/e","9","n/e","41"
"BZN|FI","22.06.2015 22:00 - 22.06.2015 23:00 (CET/CEST)","737","n/e","n/e","351","91","1","n/e","168","n/e","n/e","n/e","2182","n/e","n/e","2720","180","32","n/e","9","n/e","61"
"BZN|FI","22.06.2015 23:00 - 23.06.2015 00:00 (CET/CEST)","737","n/e","n/e","299","91","1","n/e","175","n/e","n/e","n/e","2121","n/e","n/e","2719","182","32","n/e","9","n/e","109"
"BZN|FI","23.06.2015 00:00 - 23.06.2015 01:00 (CET/CEST)","800","n/e","n/e","266","91","1","n/e","175","n/e","n/e","n/e","2059","n/e","n/e","2720","182","32","n/e","9","n/e","139"
"BZN|FI","23.06.2015 01:00 - 23.06.2015 02:00 (CET/CEST)","748","n/e","n/e","267","90","1","n/e","172","n/e","n/e","n/e","2000","n/e","n/e","2721","182","32","n/e","9","n/e","139"
"BZN|FI","23.06.2015 02:00 - 23.06.2015 03:00 (CET/CEST)","737","n/e","n/e","265","90","1","n/e","174","n/e","n/e","n/e","1993","n/e","n/e","2721","184","33","n/e","9","n/e","124"
"BZN|FI","23.06.2015 03:00 - 23.06.2015 04:00 (CET/CEST)","743","n/e","n/e","272","93","1","n/e","178","n/e","n/e","n/e","1980","n/e","n/e","2721","184","33","n/e","9","n/e","109"
"BZN|FI","23.06.2015 04:00 - 23.06.2015 05:00 (CET/CEST)","739","n/e","n/e","277","106","1","n/e","179","n/e","n/e","n/e","2032","n/e","n/e","2721","184","33","n/e","9","n/e","97"
"BZN|FI","23.06.2015 05:00 - 23.06.2015 06:00 (CET/CEST)","737","n/e","n/e","279","173","1","n/e","175","n/e","n/e","n/e","2175","n/e","n/e","2721","183","33","n/e","15","n/e","86"
"BZN|FI","23.06.2015 06:00 - 23.06.2015 07:00 (CET/CEST)","763","n/e","n/e","352","264","1","n/e","178","n/e","n/e","n/e","2262","n/e","n/e","2721","181","33","n/e","26","n/e","72"
"BZN|FI","23.06.2015 07:00 - 23.06.2015 08:00 (CET/CEST)","803","n/e","n/e","342","304","1","n/e","182","n/e","n/e","n/e","2321","n/e","n/e","2720","180","31","n/e","33","n/e","61"
"BZN|FI","23.06.2015 08:00 - 23.06.2015 09:00 (CET/CEST)","828","n/e","n/e","337","315","45","n/e","185","n/e","n/e","n/e","2373","n/e","n/e","2718","178","30","n/e","30","n/e","57"
"BZN|FI","23.06.2015 09:00 - 23.06.2015 10:00 (CET/CEST)","842","n/e","n/e","332","307","1","n/e","187","n/e","n/e","n/e","2389","n/e","n/e","2720","176","30","n/e","33","n/e","53"
"BZN|FI","23.06.2015 10:00 - 23.06.2015 11:00 (CET/CEST)","840","n/e","n/e","334","306","1","n/e","185","n/e","n/e","n/e","2387","n/e","n/e","2718","176","31","n/e","33","n/e","48"
"BZN|FI","23.06.2015 11:00 - 23.06.2015 12:00 (CET/CEST)","847","n/e","n/e","338","309","1","n/e","180","n/e","n/e","n/e","2396","n/e","n/e","2718","175","33","n/e","33","n/e","36"
"BZN|FI","23.06.2015 12:00 - 23.06.2015 13:00 (CET/CEST)","862","n/e","n/e","336","308","2","n/e","177","n/e","n/e","n/e","2411","n/e","n/e","2717","175","33","n/e","33","n/e","32"
"BZN|FI","23.06.2015 13:00 - 23.06.2015 14:00 (CET/CEST)","841","n/e","n/e","339","305","2","n/e","178","n/e","n/e","n/e","2376","n/e","n/e","2717","175","33","n/e","31","n/e","29"
"BZN|FI","23.06.2015 14:00 - 23.06.2015 15:00 (CET/CEST)","816","n/e","n/e","338","289","2","n/e","176","n/e","n/e","n/e","2327","n/e","n/e","2718","173","31","n/e","32","n/e","28"
"BZN|FI","23.06.2015 15:00 - 23.06.2015 16:00 (CET/CEST)","798","n/e","n/e","346","234","2","n/e","162","n/e","n/e","n/e","2329","n/e","n/e","2719","173","32","n/e","33","n/e","29"
"BZN|FI","23.06.2015 16:00 - 23.06.2015 17:00 (CET/CEST)","771","n/e","n/e","344","168","2","n/e","155","n/e","n/e","n/e","2326","n/e","n/e","2719","173","32","n/e","33","n/e","25"
"BZN|FI","23.06.2015 17:00 - 23.06.2015 18:00 (CET/CEST)","761","n/e","n/e","353","120","2","n/e","154","n/e","n/e","n/e","2324","n/e","n/e","2720","173","31","n/e","32","n/e","40"
